CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
59869	60182	2805	0.76	-119.096
54091	59869	2805	0.742	110.033
59869	59927	2805	0.8352	-124.050
55344	59869	2805	0.734	-0.001
61025	67491	2809	0.8765	-2.004
67491	68421	2809	0.8473	0.992
66983	67491	2809	0.9107	-2.003
61025	68421	2809	0.7524	-1.012
61025	66983	2809	0.8323	-0.001
66983	68421	2809	0.7274	-1.011
48223	49110	2810	0.8262	-1.002
15021	98227	2816	0.7233	-86.292
15021	94332	2816	0.6805	-57.248
10316	98227	2816	0.6856	-263.309
15021	15043	2816	0.6888	72.043
51671	51740	2817	0.5295	-86.036
51740	52027	2817	0.5413	42.051
51671	52027	2817	0.7962	-43.984
51982	52027	2817	0.5832	-42.982
51671	51982	2817	0.5619	-1.002
76423	77036	2831	0.7228	14.013
14533	24259	2833	0.6743	-51.994
24259	69814	2833	0.6807	-39.033
5101	24259	2833	0.7226	-81.144
60983	87665	2852	0.6356	110.940
92946	96078	2852	0.6497	-155.027
84851	89697	2852	0.9019	-56.063
89834	92934	2852	0.7064	17.083
88156	91043	2852	0.8035	0.103
66358	92946	2852	0.6869	160.002
91043	95370	2852	0.6411	-137.547
66358	87665	2852	0.6227	141.916
5793	92946	2852	0.6641	-295.285
5793	91043	2852	0.6208	-312.264
64744	66358	2852	0.7647	-14.016
88156	95370	2852	0.6496	-137.444
64744	88156	2852	0.7396	128.904
66358	91043	2852	0.683	143.022
92934	95370	2852	0.6836	-126.495
64766	66358	2852	0.676	-13.009
88156	92946	2852	0.7617	17.083
87665	89834	2852	0.7209	-27.028
60983	88156	2852	0.693	111.943
91043	92934	2852	0.6681	-11.052
92946	95370	2852	0.8539	-154.527
64744	91043	2852	0.6514	129.007
60983	92934	2852	0.661	100.995
87665	92946	2852	0.6276	18.087
66358	88156	2852	0.7245	142.919
92934	92946	2852	0.7811	28.032
64744	89834	2852	0.6781	100.872
66358	95370	2852	0.6103	5.475
89834	91043	2852	0.7265	28.135
88156	89834	2852	0.7964	-28.031
88156	92934	2852	0.7322	-10.949
66358	92934	2852	0.6264	131.970
89834	92946	2852	0.636	45.114
64744	87665	2852	0.6676	127.900
91043	92946	2852	0.7029	16.980
95370	96078	2852	0.6971	-0.500
84851	87788	2852	0.8897	-28.031
66358	89834	2852	0.6353	114.888
64744	92946	2852	0.7072	145.987
60983	64744	2852	0.664	-16.960
87665	91043	2852	0.6918	1.107
64744	95370	2852	0.6154	-8.540
60983	89834	2852	0.6823	83.912
64744	96078	2852	0.6017	-9.040
92934	96078	2852	0.7244	-126.995
87788	89697	2852	0.9031	-28.032
88156	89697	2852	0.8567	-14.016
87665	92934	2852	0.6674	-9.945
87665	88156	2852	0.8062	1.004
60983	91043	2852	0.6424	112.047
5793	95370	2852	0.6228	-449.812
64744	92934	2852	0.727	117.955
16943	31401	2854	0.9962	0.000
16943	60147	2854	0.9992	0.000
31401	60147	2854	0.9979	0.000
16943	62325	2854	0.8749	-2.016
28020	60147	2854	0.9336	0.000
11583	60147	2854	0.8732	0.000
11583	16943	2854	0.861	0.000
9156	31401	2854	0.8831	0.000
31401	36578	2854	0.8845	-2.016
16943	36578	2854	0.8663	-2.016
28020	31401	2854	0.9353	0.000
9156	60147	2854	0.8798	0.000
11583	31401	2854	0.8804	0.000
9156	16943	2854	0.8681	0.000
36578	62325	2854	0.9986	0.000
36578	60147	2854	0.8689	2.016
60147	62325	2854	0.8775	-2.016
31401	62325	2854	0.8933	-2.016
16943	28020	2854	0.9297	0.000
77893	77911	2855	0.5579	-1.997
33979	104934	2859	0.8011	-305.448
24872	33979	2859	0.69	205.793
43400	63930	2860	0.602	-76.938
12521	51195	2861	0.6725	-22.990
43350	67126	2868	0.5886	-129.104
30863	59669	2871	0.721	-0.010
7553	59669	2871	0.6813	0.037
53957	59669	2871	0.6631	-0.000
47527	101886	2872	0.5219	-360.470
80355	104180	2877	0.6734	-44.254
40955	104180	2877	0.5883	39.671
83265	83329	2878	0.6404	-82.001
25347	27609	2879	0.5351	21.983
19726	39282	2880	0.6682	19.041
39282	73460	2880	0.6635	34.898
19726	60641	2880	0.6781	-2.101
19726	44915	2880	0.7782	-20.099
67305	86945	2884	0.7079	143.037
15034	49390	2884	0.6731	-112.259
44645	67305	2884	0.7329	-374.370
44645	64414	2884	0.6656	-26.841
34428	82886	2884	0.7256	-61.182
15034	67305	2884	0.7091	-298.513
67305	82886	2884	0.7204	295.187
86945	92819	2884	0.7012	-13.012
34428	67305	2884	0.711	-356.369
15034	34428	2884	0.724	57.856
23090	67305	2884	0.6721	-377.333
74371	92819	2884	0.6781	35.927
64414	67305	2884	0.766	-347.529
42242	80749	2890	0.5837	-246.267
10607	13200	2895	0.5993	-14.021
10607	46631	2895	0.608	-2.015
13200	17311	2895	0.5753	-33.960
5565	53745	2896	0.5304	-54.128
30875	50348	2900	0.595	-24.087
13866	30211	2904	0.666	30.011
30211	63721	2904	0.717	4.175
55156	62304	2904	0.6958	325.331
7318	56841	2904	0.8302	-101.238
13866	56841	2904	0.6657	-99.149
7318	30211	2904	0.6591	27.921
55829	56841	2904	0.6849	74.976
55156	56841	2904	0.7051	217.053
7318	13866	2904	0.7508	-2.089
56841	62304	2904	0.6767	108.278
70062	71033	2906	0.576	1.003
77258	88053	2907	0.6588	-148.148
77258	83725	2907	0.6502	-116.120
11042	77258	2907	0.647	-82.246
32603	40975	2909	0.5279	132.039
63917	78043	2912	0.9022	-55.996
63917	72853	2912	0.8862	-55.996
72853	78043	2912	0.8911	0.000
76912	78043	2912	0.8868	-126.038
5894	6306	2914	0.9057	-0.075
4968	13754	2914	0.7431	-2.051
50371	50437	2914	0.7484	0.999
13754	50371	2914	0.7524	-113.124
9530	50437	2914	0.733	-140.156
5894	7954	2914	0.7463	-0.036
9530	13754	2914	0.755	-28.031
44707	50437	2914	0.7511	0.976
13215	50371	2914	0.7684	-113.198
13754	50437	2914	0.793	-112.125
50437	71492	2914	0.6635	6.103
13215	50437	2914	0.8533	-112.199
13215	13754	2914	0.8802	-0.074
4968	6306	2914	0.7357	-14.015
4968	13215	2914	0.7385	-1.978
7277	9530	2914	0.835	0.981
9530	13215	2914	0.8217	-27.957
4968	50437	2914	0.6918	-114.177
6306	7954	2914	0.7545	0.038
57260	57270	2919	0.7107	-0.995
57260	70428	2919	0.7098	-50.021
13253	20365	2921	0.6737	66.963
13253	22073	2921	0.7386	168.079
13173	13253	2921	0.6369	133.984
22073	80799	2921	0.6901	-47.038
20365	22073	2921	0.6851	101.116
84704	85495	2924	0.6995	-2.016
85495	90157	2924	0.7101	0.075
32176	98923	2927	0.6391	160.996
95427	97822	2927	0.6783	1.004
97822	98923	2927	0.6271	205.285
62480	69807	2930	0.5919	-68.862
69807	95913	2930	0.5826	119.089
63754	63821	2939	0.6279	-14.016
63821	86836	2939	0.6315	-33.067
63821	76228	2939	0.6451	-2.016
62149	65608	2943	0.5392	369.541
62133	62149	2943	0.6463	-1.002
61383	62133	2943	0.6796	-368.243
61383	62098	2943	0.747	-1.000
62133	65608	2943	0.5919	368.539
62098	62133	2943	0.5197	-367.243
61383	65608	2943	0.5301	0.296
62098	62149	2943	0.5471	-368.246
66269	88196	2945	0.7701	-42.083
31458	82449	2950	0.6951	-155.216
9177	9797	2957	0.7381	-0.000
41068	42557	2959	0.6018	-8.027
54452	59093	2963	0.5235	167.181
9285	50742	2965	0.6534	-126.011
11671	59422	2967	0.5487	-146.116
11671	86993	2967	0.5492	20.884
24210	25231	2969	0.661	-14.015
53970	60655	2973	0.6801	-38.165
11967	27939	2977	0.7264	-154.858
10246	27939	2977	0.8025	-200.769
11967	42667	2977	0.7007	-94.215
27939	83480	2977	0.7009	2.571
42667	42777	2977	0.6899	122.115
12178	27939	2977	0.7005	-162.752
11967	83480	2977	0.7095	-152.287
9272	83480	2977	0.7188	-219.237
12178	25634	2977	0.6863	-22.917
2166	86981	2979	0.6765	-270.311
38188	48227	2983	0.6225	-142.160
6560	48227	2983	0.5645	-217.107
29363	61850	2990	0.6058	-78.970
61850	82092	2990	0.585	-130.335
5222	5233	2996	0.8075	-56.063
108535	108570	2997	0.8458	15.019
89512	108535	2997	0.8585	1.979
32601	43356	2998	0.9389	0.000
37522	43356	2998	0.9638	0.000
2412	29073	2998	0.8629	0.065
29073	37522	2998	0.963	0.000
29073	32601	2998	0.9372	0.000
32601	37522	2998	0.9401	0.000
2412	37522	2998	0.863	0.065
29073	43356	2998	0.9594	0.000
99267	100970	3001	0.9248	-18.011
17776	20336	3002	0.6467	-2.017
20119	34558	3002	0.6851	-45.025
20336	34558	3002	0.6308	-47.043
20119	20336	3002	0.6927	2.019
19621	20119	3002	0.6652	-1.016
19621	34558	3002	0.7221	-46.041
15638	67036	3003	0.7182	31.860
57080	61342	3004	0.7068	-14.015
25690	27600	3004	0.6887	0.000
24795	61342	3004	0.5227	11.965
24795	25690	3004	0.6085	0.000
16386	24795	3004	0.5303	-98.077
24795	27600	3004	0.5925	0.000
16386	61342	3004	0.6001	-86.112
16386	57080	3004	0.5782	-72.097
50738	52273	3010	0.8339	-43.987
51411	51475	3010	0.5807	0.999
51445	51475	3010	0.5598	-13.005
51475	52273	3010	0.6239	-86.035
50738	51475	3010	0.5491	42.047
6567	34909	3015	0.5898	-162.176
14055	14242	3019	0.752	1.002
14056	14215	3019	0.7211	1.005
14055	16705	3019	0.6432	0.904
9247	14215	3019	0.6488	44.002
14242	16705	3019	0.714	-0.098
9247	9255	3019	0.7039	1.997
9255	14242	3019	0.734	43.999
14055	14215	3019	0.8588	-0.992
14215	14242	3019	0.7318	1.994
1975	2493	3024	0.5464	34.031
96643	103747	3025	0.9184	-104.076
80531	81610	3025	0.9114	31.883
80531	103747	3025	0.9024	-127.281
88424	103747	3025	0.9042	38.995
102979	106589	3031	0.6474	28.031
16646	39946	3032	0.7659	63.100
8948	39946	3032	0.8114	-18.999
27774	51953	3034	0.7422	-268.142
24792	27774	3034	0.6913	251.205
85856	91100	3041	0.5318	17.993
26152	75871	3043	0.6989	-86.219
9445	75871	3043	0.6824	-218.313
9445	16162	3043	0.7207	8.860
55536	57412	3044	0.654	-17.222
4708	28772	3047	0.5481	-188.047
7983	17192	3049	0.8824	25.943
4377	7983	3049	0.8822	-136.943
7484	13088	3049	0.8853	-63.944
16561	17192	3049	0.8881	-1.988
7484	17192	3049	0.8823	-6.029
7983	7992	3049	0.8984	-1.996
7483	7484	3049	0.8798	1.996
7992	13088	3049	0.8647	-29.976
7484	16561	3049	0.9257	-4.041
7992	16561	3049	0.8723	29.927
7484	7983	3049	0.9666	-31.972
7395	7484	3049	0.8663	-0.017
4377	7484	3049	0.8881	-104.971
7983	16561	3049	0.9189	27.931
7395	7983	3049	0.866	-31.988
7484	7992	3049	0.8966	-33.968
7483	7983	3049	0.8956	-29.976
13088	16561	3049	0.8608	59.903
7983	13088	3049	0.8937	-31.972
7483	7992	3049	0.8847	-31.972
85456	87294	3056	0.8139	0.998
47889	86099	3057	0.7437	-70.104
41699	47889	3057	0.7122	-49.141
92901	103983	3058	0.6448	-53.135
2467	2707	3059	0.8361	17.993
21101	67928	3060	0.5416	27.881
45989	49152	3061	0.6531	72.057
39062	60205	3063	0.6948	-199.946
39062	60211	3063	0.6071	-201.944
60205	60211	3063	0.7134	-1.998
1163	1273	3065	0.6953	-14.016
1163	3118	3065	0.6525	-69.058
82056	86969	3067	0.6654	14.992
86770	87490	3067	0.7683	-1.005
77556	86968	3067	0.677	31.989
86770	86969	3067	0.6499	-3.019
82056	83615	3067	0.7096	18.010
86969	87490	3067	0.6963	2.014
77556	86969	3067	0.6668	30.986
10494	76504	3067	0.6652	-375.209
86968	87628	3067	0.7199	-2.015
87490	87628	3067	0.6844	-3.025
76504	76716	3067	0.7449	-1.002
82056	86968	3067	0.6887	15.995
76504	86968	3067	0.7106	-2.014
86969	87628	3067	0.9016	-1.012
83615	87490	3067	0.7874	-1.005
82056	87628	3067	0.6418	13.980
82056	86770	3067	0.7168	18.011
82056	87490	3067	0.7386	17.005
86968	86969	3067	0.8134	-1.003
83615	86770	3067	0.9201	0.000
20455	59371	3071	0.6881	-42.954
3050	13506	3072	0.586	-50.100
87730	87799	3080	0.9023	1.004
87730	93995	3080	0.8421	31.051
78748	93995	3080	0.7178	-0.000
105656	106352	3080	0.7201	16.023
87799	105656	3080	0.7297	11.004
105656	106711	3080	0.7153	17.027
93995	106711	3080	0.8051	-2.016
106352	106711	3080	0.8727	1.003
87799	93995	3080	0.8008	30.047
87799	106352	3080	0.9079	27.028
87799	106711	3080	0.9171	28.031
87730	105656	3080	0.6514	12.008
93995	106352	3080	0.7658	-3.019
78748	106711	3080	0.6302	-2.016
87730	106711	3080	0.8724	29.035
87730	106352	3080	0.8435	28.032
93995	105656	3080	0.6378	-19.042
64999	73077	3083	0.5315	-148.161
16254	16262	3084	0.7334	109.973
23829	39692	3087	0.6218	-0.738
54219	84676	3088	0.6502	-244.034
25725	31460	3094	0.8792	-14.014
31460	72739	3094	0.9046	-14.021
42842	80138	3094	0.7608	14.017
25725	92555	3094	0.88	0.002
41818	42842	3094	0.7239	14.014
23741	68017	3094	0.7199	14.985
23741	31460	3094	0.7914	14.989
23741	42842	3094	0.7415	14.989
45888	92555	3094	0.769	29.039
31460	80138	3094	0.896	14.017
41818	72739	3094	0.9546	-0.006
72739	92555	3094	0.8706	28.038
35940	80138	3094	0.7794	15.010
25725	42842	3094	0.7962	-14.015
31460	92555	3094	0.8351	14.017
45888	72739	3094	0.8802	1.001
25725	80138	3094	0.9176	0.002
36449	45888	3094	0.8773	-14.014
72739	80138	3094	0.9208	28.038
68017	92555	3094	0.7542	14.022
36449	42842	3094	0.6689	1.008
36449	80138	3094	0.7648	15.025
31460	35940	3094	0.7873	-0.993
68017	72739	3094	0.7752	-14.017
42842	45888	3094	0.6905	-15.022
35940	92555	3094	0.7453	15.010
36449	68017	3094	0.7001	1.004
35940	41818	3094	0.7823	-13.022
31460	41818	3094	0.8648	-14.015
45888	80138	3094	0.8369	29.039
41818	92555	3094	0.8239	28.032
80138	92555	3094	0.8506	0.000
36449	41818	3094	0.7677	-13.007
41818	45888	3094	0.8692	-1.007
42842	68017	3094	0.7571	-0.004
31460	45888	3094	0.8422	-15.022
35940	36449	3094	0.9192	-0.015
25725	36449	3094	0.7334	-15.023
41818	68017	3094	0.7304	14.010
36449	72739	3094	0.8043	-13.013
45888	68017	3094	0.6938	15.018
25725	41818	3094	0.8451	-28.030
25725	72739	3094	0.8795	-28.036
25725	45888	3094	0.7956	-29.037
36449	92555	3094	0.7512	15.025
42842	72739	3094	0.7681	-14.021
31460	68017	3094	0.8191	-0.005
25725	68017	3094	0.782	-14.019
42842	92555	3094	0.7764	14.018
41818	80138	3094	0.91	28.032
68017	80138	3094	0.7648	14.021
31460	36449	3094	0.8331	-1.008
12507	13204	3096	0.7564	-0.986
13026	13364	3096	0.563	-2.991
13007	13225	3096	0.6114	-67.084
12506	14327	3096	0.6992	-0.113
12507	13382	3096	0.6846	-3.994
12506	13007	3096	0.6046	67.008
13019	13225	3096	0.6446	-1.069
13225	13382	3096	0.7673	-1.922
12506	13019	3096	0.7275	0.994
13136	13225	3096	0.594	-0.184
13026	13225	3096	0.6942	0.928
12506	13136	3096	0.593	0.109
13026	13081	3096	0.5624	66.010
12506	13225	3096	0.7144	-0.075
12506	13026	3096	0.6417	-1.003
12507	13019	3096	0.7673	-1.003
13364	13382	3096	0.618	1.997
13026	13382	3096	0.7374	-0.994
13019	13382	3096	0.606	-2.991
13019	13026	3096	0.7364	-1.997
12506	13382	3096	0.6265	-1.997
13007	13382	3096	0.5621	-69.005
13019	13204	3096	0.7888	0.017
13007	13026	3096	0.6116	-68.012
13204	13225	3096	0.663	-1.086
12506	13204	3096	0.5787	1.011
12507	13225	3096	0.7138	-2.072
13318	14327	3096	0.6196	25.002
13007	13019	3096	0.6939	-66.015
12507	13007	3096	0.7491	65.011
13007	13204	3096	0.676	-65.997
12506	12507	3096	0.6991	1.997
13026	13136	3096	0.5661	1.113
13026	13204	3096	0.7592	2.014
13204	13382	3096	0.6133	-3.008
12507	13026	3096	0.6699	-3.000
58475	77181	3099	0.5292	-217.359
33039	77181	3099	0.6881	-110.182
33039	58475	3099	0.542	107.177
60588	60774	3100	0.6729	2.016
50907	51197	3102	0.5814	-1.002
26489	34624	3104	0.5069	-28.026
8390	34720	3120	0.6596	-471.128
14280	26821	3120	0.6454	-479.082
8390	14280	3120	0.6569	59.946
37144	77944	3121	0.5603	-350.430
30340	77944	3121	0.6205	114.625
30340	106271	3121	0.5651	186.503
30638	37144	3121	0.5629	9.408
18617	37144	3121	0.5707	-82.750
30340	94138	3121	0.5637	339.578
41560	43799	3123	0.6237	109.874
37606	64770	3124	0.5025	-20.383
62226	65294	3133	0.6044	0.065
59262	62226	3133	0.6093	-0.065
61341	65294	3133	0.7206	14.017
61341	70223	3133	0.5645	-0.003
59262	65294	3133	0.7235	-0.000
59262	61341	3133	0.813	-14.018
12607	17721	3142	0.5865	98.812
17879	18684	3145	0.8122	0.166
69567	72140	3149	0.8229	-67.072
14904	95038	3150	0.7066	-140.309
958	1422	3151	0.6267	23.007
1370	1377	3151	0.6546	-169.955
1364	1370	3151	0.6271	6.016
1377	1393	3151	0.6231	248.916
958	1364	3151	0.702	84.979
1344	1367	3151	0.6417	84.978
958	1370	3151	0.6529	90.995
1364	1367	3151	0.6458	-169.955
958	1393	3151	0.6315	169.956
1364	1393	3151	0.6494	84.977
958	1377	3151	0.6666	-78.960
958	1367	3151	0.6465	-84.976
1364	1422	3151	0.6412	-61.971
14238	34629	3156	0.7054	-41.046
46779	68550	3160	0.5894	-159.334
10534	63212	3166	0.6281	-80.134
303	108178	3177	0.7724	-30.984
80837	82215	3178	0.9535	43.951
82215	82541	3178	0.9615	-41.956
80964	82541	3178	0.9538	-43.953
80837	80964	3178	0.9337	45.948
80837	82541	3178	0.9551	1.995
80080	80964	3178	0.894	-2.011
80964	82215	3178	0.9643	-1.997
6847	14030	3181	0.646	0.021
4244	4794	3181	0.6075	-0.000
4244	6847	3181	0.6013	-0.035
60563	61503	3183	0.5672	-1.001
57609	62235	3184	0.5771	-43.018
19667	19987	3188	0.7027	-17.031
34789	42499	3192	0.506	-14.022
455	545	3198	0.8821	-0.034
38712	64592	3200	0.6033	-239.234
38712	66813	3200	0.6223	-219.094
38712	95141	3200	0.7541	-74.056
32983	95141	3200	0.6278	-45.094
66813	85383	3200	0.6003	-158.040
12760	28773	3205	0.7286	-128.111
11678	12760	3205	0.7246	9.063
9537	28773	3205	0.689	-202.020
90313	95404	3205	0.6997	-135.412
12760	95404	3205	0.7834	-398.772
28773	95404	3205	0.7262	-270.662
11678	95404	3205	0.716	-389.710
11331	26143	3208	0.5157	43.989
11331	18022	3208	0.5898	0.002
11331	39343	3208	0.6552	0.002
9968	17010	3215	0.5516	-116.027
86382	90769	3216	0.523	-12.000
38716	90769	3216	0.5003	31.953
60992	83214	3217	0.6616	50.816
7943	30747	3217	0.6626	-213.042
30747	83972	3217	0.6506	-256.340
46009	83214	3217	0.7339	-136.183
76387	83972	3217	0.698	-95.180
60992	83972	3217	0.6707	47.797
42580	83972	3217	0.6898	76.507
83660	87231	3218	0.7534	12.994
56617	66208	3220	0.6301	-21.965
6808	48146	3222	0.7503	-81.127
45015	100119	3222	0.6821	46.887
23451	41058	3222	0.7089	-315.250
41058	100119	3222	0.6853	149.834
37382	41058	3222	0.6841	-209.025
51735	100585	3222	0.7196	-269.226
41058	48146	3222	0.795	268.044
45015	48146	3222	0.6925	165.097
41058	51735	3222	0.7857	290.192
48146	100119	3222	0.7126	-118.209
33681	48146	3222	0.7165	87.027
23451	63802	3222	0.7314	-78.138
95160	97593	3232	0.6057	-13.013
66170	94352	3237	0.575	-173.374
10470	66170	3237	0.6178	-1.973
20618	96329	3240	0.6743	-121.363
31974	54983	3243	0.6396	58.890
2298	12660	3252	0.5229	50.672
16033	45779	3255	0.5671	-35.997
87460	89946	3258	0.6404	-58.874
31791	38404	3261	0.709	-88.047
1184	38404	3261	0.7089	183.751
38140	41917	3261	0.7106	8.060
38404	38687	3261	0.7005	98.047
38140	81407	3261	0.6825	-388.080
32456	38404	3261	0.7162	-100.084
38404	81407	3261	0.7488	-277.064
38687	81407	3261	0.7464	-375.111
38687	41917	3261	0.7979	21.028
38531	90763	3261	0.7362	4.940
2413	38404	3261	0.7098	178.758
36236	38404	3261	0.7355	-16.984
32456	81407	3261	0.6865	-377.149
36236	43186	3261	0.6953	-13.013
32456	90763	3261	0.683	-79.083
12267	78145	3264	0.5283	-438.473
19898	97707	3265	0.6801	-85.124
95667	97707	3265	0.7123	137.244
82289	83814	3272	0.9361	-14.015
75782	83814	3272	0.9344	-28.031
75782	82289	3272	0.9416	-14.016
57846	96260	3275	0.6564	42.870
57846	105294	3275	0.6581	137.026
96260	105294	3275	0.5112	94.156
54874	101530	3282	0.6701	-376.337
11126	28521	3290	0.6601	45.985
79705	88801	3291	0.5597	122.252
76966	79682	3295	0.711	136.121
32530	33190	3295	0.7323	-14.015
33190	64603	3295	0.8052	-0.010
68718	76966	3295	0.7054	-136.121
33190	68718	3295	0.8364	-0.005
68718	79682	3295	0.8334	-0.001
64603	79682	3295	0.7674	0.005
64603	68718	3295	0.7748	0.006
32530	52003	3295	0.6968	-0.002
55008	68718	3295	0.7331	-0.001
64603	76966	3295	0.6817	-136.116
55008	79682	3295	0.6868	-0.002
33190	55008	3295	0.7658	-0.004
31274	32530	3295	0.7085	-0.199
32530	68718	3295	0.6819	-14.019
33190	79682	3295	0.7967	-0.005
17144	19033	3298	0.6581	42.010
20091	76147	3299	0.593	-277.132
39144	84751	3300	0.5284	98.777
37668	71633	3302	0.6077	-81.221
37668	85559	3302	0.6151	-187.304
83132	97492	3305	0.8201	-220.332
79005	94474	3305	0.8365	31.990
85395	97492	3305	0.9455	-206.088
83132	100743	3305	0.8472	-194.375
83132	97085	3305	0.8315	-57.304
79005	83132	3305	0.843	72.267
97492	104277	3305	0.8274	65.914
97085	100743	3305	0.8343	-137.072
82920	97085	3305	0.802	81.136
83132	94474	3305	0.815	-40.277
78017	86239	3309	0.7676	-60.260
67624	67903	3316	0.6565	1.004
29671	93958	3319	0.6098	-219.275
33060	65898	3320	0.7061	249.122
32642	49647	3320	0.6261	179.099
35081	65898	3320	0.6207	458.200
10569	49647	3320	0.6312	-43.085
32642	65062	3320	0.6271	147.124
33060	65062	3320	0.6211	265.115
54855	65898	3320	0.623	284.175
65898	87402	3320	0.654	-11.034
9558	11754	3321	0.5485	-211.920
11082	28159	3322	0.5456	-131.097
16974	96494	3324	0.6415	-133.337
14108	20418	3324	0.7042	-51.889
11194	28009	3324	0.606	-149.129
16974	20418	3324	0.6339	23.089
96494	106914	3324	0.6454	-81.064
16974	94223	3324	0.6062	-256.411
16974	28009	3324	0.6621	-21.079
94223	96494	3324	0.7486	123.074
32378	64227	3325	0.5528	-2.020
56994	74436	3326	0.6426	-0.003
107898	108169	3337	0.8844	-0.030
4089	108169	3337	0.7071	-97.899
106084	107925	3349	0.8462	-0.000
54594	54595	3351	0.6784	-0.506
22997	31489	3354	0.6468	-55.034
22997	28128	3354	0.6183	-0.997
21001	36567	3356	0.5735	-0.142
9048	68897	3357	0.5369	-230.093
57869	68897	3357	0.5496	179.984
37887	84898	3363	0.7219	-282.421
16588	40296	3366	0.6466	-54.185
69231	73398	3368	0.7031	-0.027
84985	89149	3372	0.5436	-1.017
17638	19051	3375	0.6326	91.023
19051	44943	3375	0.6558	-111.065
19051	37138	3375	0.6738	-378.185
41295	44943	3375	0.6235	-135.051
76859	79040	3377	0.8716	-26.950
79040	84277	3377	0.8673	-15.098
49910	86317	3382	0.6635	-39.055
64723	92121	3382	0.6602	-52.180
49910	64723	3382	0.6818	-7.875
61186	92121	3382	0.6774	-52.246
66018	92121	3382	0.6729	-81.992
61186	86925	3382	0.7133	-191.294
61186	66018	3382	0.6866	29.746
84157	92121	3382	0.7131	-69.039
64695	65964	3391	0.5901	-14.015
67618	71112	3391	0.6216	-1.004
67639	69141	3391	0.6253	-28.031
65964	69728	3391	0.5827	1.003
67618	67639	3391	0.5866	56.062
69141	71910	3391	0.7526	-14.016
69273	71112	3391	0.7337	-14.016
66194	71910	3391	0.5686	-56.062
64695	67639	3391	0.5743	1.003
67618	71910	3391	0.6912	14.016
66194	67618	3391	0.5821	-70.078
67618	69273	3391	0.6274	13.012
69141	71112	3391	0.5625	-29.035
66194	67639	3391	0.7305	-14.016
64695	66194	3391	0.6948	15.019
67639	71910	3391	0.6248	-42.047
65964	67639	3391	0.5858	15.019
71112	71910	3391	0.6597	15.019
67639	69728	3391	0.7559	-14.016
67618	69141	3391	0.7044	28.031
69273	71910	3391	0.6522	1.004
69141	69273	3391	0.7153	-15.019
19405	93346	3396	0.5765	-52.227
9974	21576	3403	0.7511	-5.982
17473	21576	3403	0.7493	-6.040
86476	90362	3405	0.8174	-28.029
86476	90959	3405	0.5149	-28.806
90362	90959	3405	0.5146	-0.776
30728	31558	3408	0.7169	-120.064
79112	79413	3409	0.7093	-1.004
76165	76402	3410	0.7393	-0.999
42798	81238	3410	0.5212	-125.143
76165	81238	3410	0.5696	60.006
76402	81238	3410	0.5902	61.005
37548	39588	3424	0.7413	0.088
39588	51611	3424	0.5718	-84.057
52183	52250	3426	0.7392	-1.998
2236	34484	3429	0.5586	27.884
9245	87859	3433	0.6725	75.907
61807	78126	3438	0.5305	336.098
61807	78598	3438	0.514	44.794
59967	94477	3449	0.5838	-108.265
2681	14669	3450	0.6625	-123.111
2681	21483	3450	0.6664	11.909
63823	90339	3454	0.5284	-214.157
19751	19976	3455	0.608	-17.026
51417	51457	3458	0.7744	19.979
51348	51417	3458	0.6211	-4.797
50857	51457	3458	0.6026	20.980
51348	51457	3458	0.6002	15.182
20958	21019	3459	0.609	-136.052
46228	47108	3466	0.5239	1.990
46228	46253	3466	0.5651	2.001
78502	80777	3471	0.8212	-291.259
35001	95032	3475	0.6625	-182.265
10880	35001	3475	0.5423	45.955
10880	95032	3475	0.5636	-136.310
12270	27847	3476	0.7085	-88.052
12270	64381	3476	0.7344	-239.981
27847	64381	3476	0.6434	-151.929
58891	65667	3478	0.6493	-14.017
57207	58891	3478	0.6291	1.009
15347	26005	3486	0.5763	-88.149
1288	15347	3486	0.5764	128.748
26005	38031	3486	0.6022	-107.946
26005	42618	3486	0.661	-92.962
32211	45439	3487	0.7254	-100.089
32211	54689	3487	0.6207	-206.167
22315	95515	3491	0.5122	24.829
11559	31612	3492	0.7027	-215.279
21953	37283	3494	0.7589	-16.979
37283	41633	3494	0.7398	15.997
23572	24239	3494	0.7346	0.057
35426	37283	3494	0.8227	1.003
24239	37283	3494	0.7344	-24.000
41633	51677	3494	0.734	-55.974
60914	61325	3502	0.8614	1.008
72408	84421	3508	0.5792	143.501
53086	53315	3511	0.55	-0.094
52281	53086	3511	0.6333	30.011
50957	74460	3515	0.5675	90.053
100727	105655	3517	0.5781	78.987
50997	82729	3521	0.6059	-112.126
49145	50997	3521	0.6689	0.117
43737	51817	3523	0.5976	49.026
40585	43760	3523	0.5849	12.000
40585	42281	3523	0.581	-1.003
43760	51817	3523	0.6481	48.022
44096	51817	3523	0.5663	-42.750
40585	51817	3523	0.669	60.022
43738	51817	3523	0.7094	50.019
43738	43760	3523	0.6544	1.996
40585	40612	3523	0.627	-2.000
51817	53950	3523	0.5759	-14.018
43737	43738	3523	0.5871	-0.993
43738	44096	3523	0.5661	92.769
73258	73662	3529	0.7805	1.014
22714	23528	3531	0.5622	1.995
21096	22714	3531	0.6399	-1.001
47371	49236	3534	0.6611	-107.081
49236	72457	3534	0.7027	7.220
13788	15206	3538	0.6769	-0.037
